Time_min,FID_mV
0.0,
0.0033340742387197157,
0.006668148477439431,
0.010002222716159147,
0.013336296954878863,
0.016670371193598578,
0.020004445432318295,
0.02333851967103801,
0.026672593909757725,
0.030006668148477442,
0.033340742387197156,
0.03667481662591687,
0.04000889086463659,
0.04334296510335631,
0.04667703934207602,
0.050011113580795734,
0.05334518781951545,
0.05667926205823517,
0.060013336296954885,
0.0633474105356746,
0.06668148477439431,
0.07001555901311403,
0.07334963325183375,
0.07668370749055346,
0.08001778172927318,
0.0833518559679929,
0.08668593020671261,
0.09002000444543232,
0.09335407868415203,
0.09668815292287175,
0.10002222716159147,
0.10335630140031118,
0.1066903756390309,
0.11002444987775062,
0.11335852411647034,
0.11669259835519005,
0.12002667259390977,
0.12336074683262949,
0.1266948210713492,
0.13002889531006892,
0.13336296954878862,
0.13669704378750835,
0.14003111802622806,
0.14336519226494776,
0.1466992665036675,
0.1500333407423872,
0.15336741498110693,
0.15670148921982663,
0.16003556345854636,
0.16336963769726606,
0.1667037119359858,
0.1700377861747055,
0.17337186041342523,
0.17670593465214493,
0.18004000889086463,
0.18337408312958436,
0.18670815736830407,
0.1900422316070238,
0.1933763058457435,
0.19671038008446323,
0.20004445432318294,
0.20337852856190267,
0.20671260280062237,
0.2100466770393421,
0.2133807512780618,
0.2167148255167815,
0.22004889975550124,
0.22338297399422094,
0.22671704823294067,
0.23005112247166037,
0.2333851967103801,
0.2367192709490998,
0.24005334518781954,
0.24338741942653924,
0.24672149366525897,
0.25005556790397865,
0.2533896421426984,
0.2567237163814181,
0.26005779062013784,
0.2633918648588575,
0.26672593909757725,
0.270060013336297,
0.2733940875750167,
0.2767281618137364,
0.2800622360524561,
0.28339631029117585,
0.2867303845298955,
0.29006445876861525,
0.293398533007335,
0.2967326072460547,
0.3000666814847744,
0.3034007557234941,
0.30673482996221385,
0.3100689042009336,
0.31340297843965326,
0.316737052678373,
0.3200711269170927,
0.3234052011558124,
0.3267392753945321,
0.33007334963325186,
0.3334074238719716,
0.33674149811069126,
0.340075572349411,
0.3434096465881307,
0.34674372082685045,
0.35007779506557013,
0.35341186930428986,
0.3567459435430096,
0.36008001778172927,
0.363414092020449,
0.36674816625916873,
0.37008224049788846,
0.37341631473660813,
0.37675038897532787,
0.3800844632140476,
0.3834185374527673,
0.386752611691487,
0.39008668593020673,
0.39342076016892646,
0.39675483440764614,
0.40008890864636587,
0.4034229828850856,
0.40675705712380533,
0.410091131362525,
0.41342520560124474,
0.41675927983996447,
0.4200933540786842,
0.4234274283174039,
0.4267615025561236,
0.43009557679484334,
0.433429651033563,
0.43676372527228274,
0.4400977995110025,
0.4434318737497222,
0.4467659479884419,
0.4501000222271616,
0.45343409646588134,
0.4567681707046011,
0.46010224494332075,
0.4634363191820405,
0.4667703934207602,
0.4701044676594799,
0.4734385418981996,
0.47677261613691935,
0.4801066903756391,
0.48344076461435875,
0.4867748388530785,
0.4901089130917982,
0.49344298733051795,
0.4967770615692376,
0.5001111358079573,
0.5034452100466771,
0.5067792842853968,
0.5101133585241165,
0.5134474327628362,
0.5167815070015559,
0.5201155812402757,
0.5234496554789954,
0.526783729717715,
0.5301178039564348,
0.5334518781951545,
0.5367859524338742,
0.540120026672594,
0.5434541009113136,
0.5467881751500334,
0.5501222493887531,
0.5534563236274728,
0.5567903978661926,
0.5601244721049122,
0.5634585463436319,
0.5667926205823517,
0.5701266948210714,
0.573460769059791,
0.5767948432985108,
0.5801289175372305,
0.5834629917759503,
0.58679706601467,
0.5901311402533896,
0.5934652144921094,
0.5967992887308291,
0.6001333629695488,
0.6034674372082686,
0.6068015114469882,
0.6101355856857079,
0.6134696599244277,
0.6168037341631474,
0.6201378084018672,
0.6234718826405868,
0.6268059568793065,
0.6301400311180263,
0.633474105356746,
0.6368081795954657,
0.6401422538341854,
0.6434763280729051,
0.6468104023116248,
0.6501444765503446,
0.6534785507890642,
0.656812625027784,
0.6601466992665037,
0.6634807735052234,
0.6668148477439432,
0.6701489219826628,
0.6734829962213825,
0.6768170704601023,
0.680151144698822,
0.6834852189375417,
0.6868192931762614,
0.6901533674149811,
0.6934874416537009,
0.6968215158924206,
0.7001555901311403,
0.70348966436986,
0.7068237386085797,
0.7101578128472994,
0.7134918870860192,
0.7168259613247389,
0.7201600355634585,
0.7234941098021783,
0.726828184040898,
0.7301622582796178,
0.7334963325183375,
0.7368304067570571,
0.7401644809957769,
0.7434985552344966,
0.7468326294732163,
0.7501667037119361,
0.7535007779506557,
0.7568348521893754,
0.7601689264280952,
0.7635030006668149,
0.7668370749055347,
0.7701711491442543,
0.773505223382974,
0.7768392976216938,
0.7801733718604135,
0.7835074460991331,
0.7868415203378529,
0.7901755945765726,
0.7935096688152923,
0.7968437430540121,
0.8001778172927317,
0.8035118915314515,
0.8068459657701712,
0.8101800400088909,
0.8135141142476107,
0.8168481884863303,
0.82018226272505,
0.8235163369637698,
0.8268504112024895,
0.8301844854412092,
0.8335185596799289,
0.8368526339186486,
0.8401867081573684,
0.8435207823960881,
0.8468548566348078,
0.8501889308735275,
0.8535230051122472,
0.8568570793509669,
0.8601911535896867,
0.8635252278284063,
0.866859302067126,
0.8701933763058458,
0.8735274505445655,
0.8768615247832853,
0.880195599022005,
0.8835296732607246,
0.8868637474994444,
0.8901978217381641,
0.8935318959768838,
0.8968659702156035,
0.9002000444543232,
0.9035341186930429,
0.9068681929317627,
0.9102022671704824,
0.9135363414092021,
0.9168704156479218,
0.9202044898866415,
0.9235385641253613,
0.926872638364081,
0.9302067126028006,
0.9335407868415204,
0.9368748610802401,
0.9402089353189598,
0.9435430095576796,
0.9468770837963992,
0.950211158035119,
0.9535452322738387,
0.9568793065125584,
0.9602133807512782,
0.9635474549899978,
0.9668815292287175,
0.9702156034674373,
0.973549677706157,
0.9768837519448766,
0.9802178261835964,
0.9835519004223161,
0.9868859746610359,
0.9902200488997556,
0.9935541231384752,
0.996888197377195,
1.0002222716159146,
1.0035563458546344,
1.0068904200933542,
1.010224494332074,
1.0135585685707935,
1.0168926428095133,
1.020226717048233,
1.0235607912869527,
1.0268948655256724,
1.0302289397643922,
1.0335630140031118,
1.0368970882418316,
1.0402311624805514,
1.043565236719271,
1.0468993109579907,
1.0502333851967105,
1.05356745943543,
1.0569015336741499,
1.0602356079128696,
1.0635696821515892,
1.066903756390309,
1.0702378306290288,
1.0735719048677483,
1.0769059791064681,
1.080240053345188,
1.0835741275839077,
1.0869082018226273,
1.090242276061347,
1.0935763503000668,
1.0969104245387864,
1.1002444987775062,
1.103578573016226,
1.1069126472549455,
1.1102467214936653,
1.113580795732385,
1.1169148699711047,
1.1202489442098245,
1.1235830184485442,
1.1269170926872638,
1.1302511669259836,
1.1335852411647034,
1.136919315403423,
1.1402533896421427,
1.1435874638808625,
1.146921538119582,
1.1502556123583019,
1.1535896865970217,
1.1569237608357414,
1.160257835074461,
1.1635919093131808,
1.1669259835519006,
1.1702600577906201,
1.17359413202934,
1.1769282062680597,
1.1802622805067793,
1.183596354745499,
1.1869304289842189,
1.1902645032229384,
1.1935985774616582,
1.196932651700378,
1.2002667259390976,
1.2036008001778173,
1.2069348744165371,
1.2102689486552567,
1.2136030228939765,
1.2169370971326963,
1.2202711713714158,
1.2236052456101356,
1.2269393198488554,
1.2302733940875752,
1.2336074683262948,
1.2369415425650145,
1.2402756168037343,
1.243609691042454,
1.2469437652811737,
1.2502778395198935,
1.253611913758613,
1.2569459879973328,
1.2602800622360526,
